Rank,Title,Author,Publisher,Publish Date,Sale Price,Original Price,Discount Rate,Sale Index,Review Count,Rating,Detail Link,Description
11,하네스 엔지니어링 with 클로드 코드,황민호,한빛미디어,2026년 06월,27000,30000,10%,19656,29,9.4,https://www.yes24.com/product/goods/189818905,"단일 에이전트 대신 ‘에이전트 팀’을 설계하라
클로드 코드로 구축하는 최초의 하네스 실전 가이드
AI 에이전트를 도구로 쓰는 단계를 넘어, 스스로 일하는 에이전트 팀을 직접 설계하고 운영하는 방법인 하네스 엔지니어링을 체계적으로 정리한 최초의 실전서다. 이 책의 저자이자, 카카오 FDE팀의  황민호(로빈 황) 수석이 공개한 하네스 관련 오픈소스 자료는 깃허브에서 3천 개 이상의 별(star)을 받으며 이미 개발자 커뮤니티의 주목을 받은 바 있다.
하네스란 모델의 가중치를 건드리지 않고, 모델 바깥에 권한·도구·검증·관측을 설계해 에이전트가 혼자 움직이게 만드는 환경이다. 단일 에이전트의 구조적 한계부터, 에이전트 · 스킬 · 오케스트레이터라는 하네스 세 기둥의 설계 원칙, 스킬이 스킬을 만드는 메타스킬과 여섯 가지 아키텍처 패턴, 코드 리뷰·풀스택 구현·레거시 마이그레이션·디버깅 팀의 실전 사례까지 마크다운 파일을 직접 만들어 보며 익힐 수 있도록 설계되었다. 프롬프트 엔지니어링이나 모델 내부 지식 없이도, git과 마크다운 파일만 다룰 수 있다면 충분하다."
12,진짜 쓰는 실무 엑셀,전진권,제이펍,2022년 02월,18900,21000,10%,66396,388,9.8,https://www.yes24.com/product/goods/106711883,"대기업 직장 생활 10년의 실무 노하우와 엑셀 유튜브 채널을 운영하면서 들은
수많은 직장인의 고민을 해결할 수 있는 다양한 엑셀 비법을 담았다.
‘진짜 쓰는 실무 엑셀’ 한 권이면 빠른 일 처리로 워라밸을 실현하고, 일잘러로 거듭날 수 있다!
오랜 시간 엑셀은 수많은 발전을 거듭하였고, Office 365에서 Microsoft 365로 브랜드명을 변경하기까지 다양한 기능, 특히 동적 배열 함수가 추가되면서 매크로를 사용하지 않고도 많은 부분을 해결할 수 있도록 개선되었다. 이 책에서 소개하는 제대로 된 실무 활용 기능을 익힌다면 방대한 데이터에서 특정 자료를 취합하고 분석하기, 분석된 자료를 한눈에 보기 좋게 시각화하기, 반복되는 작업을 효율적으로 개선하기 등 회사에서 원하는 엑셀 사용 능력을 충분히 뛰어넘을 수 있을 것이다."
13,UX의 언어들,"한성희, 신행철",파지트,2026년 07월,15300,17000,10%,3888,6,10.0,https://www.yes24.com/product/goods/193444437,"일상 속 UX의 발견
UX 세계를 향한 친절한 안내서
『UX의 언어들』은 일상 속에 스며든 UX를 UX 디자이너의 시선으로 풀어내며, 우리가 이를 어떻게 경험하고 소비하는지 넷플릭스, 카카오 등 친숙한 사례를 통해 UX의 세계로 안내한다.
UX는 제품, 서비스, 시스템을 이용할 때 사용자가 느끼는 경험(감정, 인상 등)을 의미한다. 예를 들어 토스의 빠른 송금과 직관적 계좌 관리는 쉬운 접근성을 높이고 불안감을 줄여 사용자에게 편리함이라는 경험을 제공한다. 카페의 쾌적한 분위기는 머물고 싶은 공간을 구현한 공간 UX의 사례다. 또한 식당의 키오스크, 엘리베이터 안의 버튼처럼 사소해 보이는 요소들 역시 사용자 편의성과 만족을 위한 정교하게 설계된 결과물이다. 이처럼 우리는 일상 속에서 UX를 경험하며 살아가고 있다.
이 책을 읽다 보면 내가 좋아하는 브랜드와 자주 이용하는 공간 속 UX를 자연스럽게 발견하게 된다. 그동안 은연 중 느껴왔던 편리함과 만족의 이유를 알아보는 재미와 브랜드가 소비자의 경험을 어떻게 바라보고 설계하는지에 대한 시각도 살펴볼 수 있을 것이다.
내가 추구해 왔던 UX가 무엇인지 확인하는 과정은 자신의 선호와 관심사를 발견하는 계기가 되며, 제품 및 서비스를 바라보는 새로운 관점을 제시한다. 또한 제품과 서비스를 만드는 이들에게는 사용자 경험을 비즈니스 관점에서 이해하고 확장하는 데 도움을 줄 것이다."
14,"조코딩의 바이브 코딩 1인 창업 with 클로드 코드, 수파베이스, 스트라이프",조동근,한빛미디어,2026년 05월,27000,30000,10%,13257,18,9.6,https://www.yes24.com/product/goods/189855418,"기획부터 엑시트까지 코드 한 줄 없이
AI로 만들고, 데이터로 키우고, 글로벌로 판다!
‘진짜’ 매출이 일어나는 내 서비스를 만드는 법
AI 기술의 급속한 발전은 1인 창업가에게 전례 없는 기회를 열어 주고 있습니다. 샘 올트먼이 예고한 ‘1인 유니콘 시대’, 즉 단 한 사람이 AI를 활용해 기업 가치 10억 달러 이상의 회사를 만들 수 있는 시대가 되었습니다. 코딩, 디자인, 마케팅 등 모든 분야의 경계를 허무는 AI와 함께라면, 이제 누구나 아이디어만으로 고객에게 가치 있고 가격을 지불할 만한 제품을 만들 수 있습니다. 이 책은 단순히 AI 사용법을 알려 주지 않습니다. 가치 있는 아이디어를 기획하고, 아이디어가 서비스가 되고, 서비스가 수익이 되는 모든 과정을 샅샅이 살펴봅니다. 여기서 나아가 단발성 광고 수익이 아닌, 주기적 매출을 만드는 글로벌 구독형 서비스로 재탄생시키는 모든 단계를 생생하게 알려드립니다.
누적 조회수 70만!
국내 최대 코딩 유튜버 ‘조코딩’의 인기 강의를 책으로
이 책은 73만 유튜버 ‘조코딩 JoCoding’의 〈바이브 코딩 1인 창업〉 강의를 단 한 권으로 정리한 매뉴얼입니다. 강의가 ‘처음 만들어 가는 여정’이었다면, 책은 그 여정을 한 번 더 정제한 결과물입니다. ‘기획 → 개발(바이브 코딩) → UX/UI(바이브 디자인) → 바이럴/퍼포먼스 마케팅 → 데이터 분석 → 엑시트’라는 긴 호흡을 한 줄기로 정돈했습니다. 뿐만 아니라 코드스페이스, 클라우드플레어, 수파베이스 등 꼭 필요하지만 낯선 도구들의 디테일한 설명도 놓치지 않고 다룹니다. 책을 먼저 펼친 독자라면 흩어진 흐름을 머릿속에서 다시 짤 필요 없이, 기획부터 엑시트까지 금세 따라올 수 있을 것입니다. 강의를 이미 접한 구독자라면 곁에 두고 필요할 때마다 펼쳐 쓰는 레퍼런스로 사용하세요. 도메인을 연결할 때, 결제 시스템을 붙일 때, 미국 법인을 검토할 때 언제든 손 닿는 곳에서 잊었던 걸 상기하게 하고, 가볍게 훑었던 내용은 단단히 다지게 해줄 것입니다.
[이런 분께 이 책을 추천해요!]
· 프로그래밍을 전혀 해본 적 없지만 나만의 서비스를 만들어 보고 싶은 분
· 챗GPT, 클로드 같은 AI 도구로 코딩을 시도해 봤지만 흐름이 막혔던 분
· 아이디어는 많은데 기획에서 실제 배포까지 어떻게 이어야 할지 모르는 분"
15,클로드 코드로 시작하는 실전 에이전틱 코딩,Goos Kim,더 타이즈,2026년 05월,29700,33000,10%,20283,12,9.8,https://www.yes24.com/product/goods/189211422,클로드 코드로 시작하는 실전 에이전틱 코딩.
16,현직 영어 쌤들의 바로 통하는 영어 수업 루틴 찐 실전 ChatGPT (생성형 AI (에듀테크) 영어 수업 루틴 활용하기!),"권수정, 장은정, 이민화, 강미나, 유지민",광문각출판미디어,2026년 07월,19000,19000,0%,5853,19,10.0,https://www.yes24.com/product/goods/193389466,"우리의 수업은 매일 반복되지만, 그 안의 고민은 매번 새롭습니다. ‘교과서 수업의 본질을 잃지 않으면서도 수많은 자료와 도구에 헤매지 않는 수업 디자인 방법은 없을까’라는 고민에서 이 책은 시작되었습니다. 동시에 끊임없이 진화하는 인공지능(AI)의 발전을 현시대 교육에 어떻게 접목해 본질을 잃지 않는 수업을 만들어 낼 것인가 고민했습니다.
특히 2022 개정 교육과정의 도입과 함께 영어 교육은 단순한 지식 전달을 넘어 ‘실질적인 소통’과 ‘능동적 이해’를 지향하고 있습니다. 본서는 이러한 변화의 중심에서 AI와 에듀테크 기술을 활용해 영어 교육의 질을 높이고 교사들의 수업 설계 부담을 덜어 주기 위해 기획되었습니다. 본서는 총 7개의 파트를 통해 영어 수업의 전 영역을 아우르는 체계적인 루틴을 제안합니다."
17,된다! 캡컷 영상 편집,지민이,이지스퍼블리싱,2026년 05월,19800,22000,10%,11085,31,10.0,https://www.yes24.com/product/goods/188182444,"긴 유튜브 영상부터 쇼츠, 릴스까지 무료 프로그램인 ‘캡컷’으로 편집하자!
64개 예제로 빠르게 기초 닦고 전문가의 편집 기법까지 완전 정복!
크로마키, 자동 자막, AI 더빙도 쉽게 따라 하는 캡컷 입문서!
영상 편집이라는 단어만 봐도 지끈거린다면 주목! ‘캡컷’은 인터페이스가 직관적이고 기능이 간단해서 기본 사용법만 익히면 누구나 쉽게 영상을 편집할 수 있다. 게다가 영상 편집에 필요한 대부분의 기능을 무료로 제공하므로 왕초보도 부담 없이 시작할 수 있다.
이 책에서 다루는 64개 예제를 실습하다 보면, 영상 편집의 기본 흐름을 이해하고 크로마키, 오버레이, 모자이크 등 실무에서 쓰는 다양한 편집 기법을 자연스럽게 체득할 수 있다. 편집 시간을 아껴 주고 최신 유행하는 성우 목소리를 사용할 수 있는 캡컷 AI 활용법도 소개하니 캡컷을 더욱이 효과적으로 사용할 수 있다. 『된다! 캡컷 영상 편집』과 함께라면 이제 누구나 쇼츠ㆍ릴스ㆍ틱톡과 같은 숏폼 콘텐츠는 물론, 유튜브에 올리는 브이로그나 제품 홍보 영상, 강의 영상도 뚝딱 만들어 낼 수 있을 것이다.
ㆍ실습 파일 제공: 이지스퍼블리싱 홈페이지(www.easyspub.co.kr) → [자료실] → ‘캡컷’ 검색"
18,클로드 코드 마스터,"이남희, 백승현",한빛미디어,2026년 04월,32400,36000,10%,14877,24,9.8,https://www.yes24.com/product/goods/186846424,"클로드 코드 하나로
기획·개발·운영을 한 번에 끝낸다
AI 에이전틱 코딩의 실전 워크플로를 처음부터 끝까지 담은 최초의 클로드 코드 전문서. AI 코딩 도구는 이제 스스로 작업을 정의하고, 설계하고, 테스트까지 반복하는 '에이전트'로 진화했다. 이 책은 그 변화의 중심에 있는 클로드 코드를 실무에서 제대로 활용하는 법을 알려준다. 설치와 환경 설정부터 풀스택 TODO 앱 구현, AWS Bedrock과 연동한 AI 챗봇 개발까지, 실제 프로젝트를 함께 만들어가며 AI와 협업하는 개발자의 역할과 방법론을 체득할 수 있다.
단순한 툴 사용법을 넘어 “AI 시대에 개발자로서 어떻게 일할 것인가”라는 본질적인 질문에 답한다. 작업을 어떻게 분해하고, AI 출력을 어떻게 검증하며, 개발자로서 주도권을 어떻게 유지할 것인지 그 방법론을 실습을 통해 자연스럽게 익힐 수 있도록 설계되었다. 클로드 코드뿐 아니라 어떤 AI 코딩 도구를 사용하더라도 그대로 적용할 수 있는 원칙을 모두 담았다."
19,요즘 교사를 위한 AI 수업 활용 가이드 with 2022 개정 교육과정,"박진환, 공지훈, 서원진",한빛미디어,2025년 05월,18000,20000,10%,81822,65,9.8,https://www.yes24.com/product/goods/145426898,"2022 개정 교육과정에 맞춘 실전 에듀테크 활용서
챗GPT, 구글 스프레드시트, 캔바, 퍼플렉시티, 클로드, LilysAI, Jungle AI, Sora, NotebookLM, Napkin AI 등 최신 AI 도구가 이 한권에!
생활기록부, 평가 계획 작성, 학급 운영 챗봇 템플릿 제공(FOREDUCATOR)
『요즘 교사를 위한 AI 수업 활용 가이드』는 2022 개정 교육과정에 맞춰 디지털 기반 아날로그 수업을 실현하기 위한 실전 AI 활용법을 담고 있다. 챗GPT, 구글 스프레드시트, 캔바, 퍼플렉시티, 클로드 등 다양한 AI 도구를 수업 준비부터 행정 업무, 학급 운영까지 교육 전반에 적용할 수 있도록 구체적인 활용 방법을 제시하고 있다. 또한, 저자가 직접 운영하는 웹사이트 FOREDUCATOR를 통해, 생활기록부, 평가 계획 작성 등 교육 활동을 지원하고, 수업 운영에 필요한 챗봇 템플릿도 제공한다. 이 책에서 소개하는 예시와 실습을 하나씩 따라 하다 보면, 어느새 생성형 AI는 단순한 기술이 아니라 교사의 업무를 돕고, 수업의 질을 높이며, 학급 운영을 더 스마트하게 만드는 동반자가 되어 있을 것이다."
20,한눈에 보는 AI 반도체 산업,MrTrigger,한빛미디어,2026년 03월,23400,26000,10%,16041,148,9.9,https://www.yes24.com/product/goods/183751609,"AI 반도체 생태계의 구조와 기술 흐름 + 글로벌 기업의 경쟁 구도와 산업 판도 + 투자자가 알아야 할 핵심 포인트를 한눈에!
코스피 열풍과 글로벌 증시를 이끄는 중심에는 AI 반도체 산업이 있다. 엔비디아, TSMC, 삼성전자, SK하이닉스 같은 이름은 익숙하지만 이들이 어떤 구조로 연결되어 산업이 움직이는지는 쉽게 보이지 않는다. 이 책은 연산칩(GPU), 메모리, 패키징, 파운드리, 장비를 거쳐 데이터센터, 클라우드 그리고 최종 도착지인 소프트웨어까지 이어지는 밸류체인을 따라가며 AI 반도체 산업을 하나의 거대한 생태계로 정리한다. 왜 AI 시대의 중심이 GPU로 이동했는지, 왜 성능의 병목이 메모리로 넘어갔는지, 왜 HBM과 패키징 기술이 중요해졌는지를 큰 그림 안에서 이해할 수 있도록 돕는다. 또한 데이터센터와 클라우드를 포함한 인프라 관점에서 기업과 기술이 어떻게 연결되어 있는지를 보여주며, AI 반도체 산업 전체를 입체적으로 바라보는 시각을 제공한다. 이 책은 단순한 기술 설명이나 기업 소개를 넘어 AI 반도체 산업의 큰 흐름을 정리하고 싶은 독자에게 현실적인 출발점이 되어 줄 것이다."
21,Do it! 점프 투 파이썬,박응용,이지스퍼블리싱,2023년 06월,19800,22000,10%,40803,151,9.7,https://www.yes24.com/product/goods/119293186,"프로그래밍 분야 8년 연속 베스트셀러!
『Do it! 점프 투 파이썬』 전면 개정 2판 출시!
중고등학생도, 비전공자도, 직장인도 프로그래밍에 눈뜨게 만든 바로 그 책이 전면 개정 2판으로 새롭게 태어났다! 챗GPT를 시작으로 펼쳐진 생성 AI 시대에 맞춰 설명과 예제를 다듬고, 최신 경향과 심화 내용을 보충했다. 또한 이번 개정 2판도 50만 코딩 유튜버인 조코딩과 협업을 통해 유튜브 동영상을 제공해 파이썬을 더 쉽게 공부할 수 있다.
8년 연속 베스트셀러! 위키독스 누적 방문 300만! 독자의 입에서 입으로 전해진 추천과 수많은 대학 및 학원의 교재 채택을 통해 검증은 이미 끝났다. 코딩을 처음 배우는 중고등학생부터 코딩 소양을 기르려는 비전공자, 자기계발에 진심인 직장인까지! 이 책과 함께 파이썬 프로그래밍의 세계로 ‘점프’해 보자!"
22,요즘 교사를 위한 에듀테크 수업 활용 가이드 with 2022 개정 교육과정,"박진환, 서원진, 박권",한빛미디어,2026년 04월,21600,24000,10%,13110,124,9.9,https://www.yes24.com/product/goods/183538633,"에듀테크 베스트셀러 1위 집필진이 다시 뭉쳤다!
수업 몰입도를 높이는 게임형 퀴즈부터 교사 업무의 짐을 덜어주는 자동화 비법까지,
〈요즘 교사〉 3인이 제안하는 가장 실무적인 에듀테크 지침서
* 구글 폼·시트 자동화, 따뜻한 교실 경영 AI 감정 체크인 & 맞춤형 생활 지도법 수록
* 교사용 웹사이트 지원 (FOREDUCATOR)
이 책은 단순히 도구의 기능을 나열하는 대신, 선생님들이 교실 현장에서 매일 마주하는 구체적인 문제 상황을 실전 사례로 제시하고 있다. 잠자는 아이들을 깨우는 몰입형 퀴즈 수업부터 퇴근 시간을 앞당기는 업무 자동화 비법까지, 현직 교사 3인이 직접 검증한 에듀테크 솔루션을 정성껏 담아냈다.
특히 에듀테크 도입이 또 다른 업무가 되지 않도록 챗GPT와 앱스 스크립트를 결합해 선생님만의 맞춤형 업무 도구를 만들 수 있다. 매월 반복되는 월중 계획표를 자동으로 생성하거나 학생 개별 문서를 한 번에 만드는 자동화 시스템은 교사가 반복 업무에서 벗어나 학생 한 명 한 명에게 더 집중할 수 있는 귀한 시간을 되찾아 줄 것이다."
23,교사를 위한 AI 에듀테크 수업·생활·업무 대백과,"송해남, 한의표, 김은서, 박수임, 김혜진, 정보 더 보기/감추기, 송해남, 한의표, 김은서, 박수임, 김혜진, 유영재",프리렉,2026년 05월,24300,27000,10%,9840,24,10.0,https://www.yes24.com/product/goods/189634812,"출근부터 퇴근까지, 선생님의 하루를 책임지는 완벽한 AI 에듀테크 치트키!
현직 얼리어답터 교사들이 엄선한 41가지 핵심 도구와 단 한 장으로 끝내는 실전 레시피
급변하는 AI 시대, 새로운 도구가 등장할 때마다 밀린 숙제를 마주하듯 막막하셨나요? 2022 개정 교육과정과 AI 디지털 교과서 도입을 앞둔 지금, 교육 현장에 진짜 필요한 것은 화려한 기술의 나열이 아니라 교실에서 즉시 써먹을 수 있는 실천적 대안입니다. 이 책은 단순히 기능을 설명하는 매뉴얼에서 완전히 벗어났습니다. 현직 교사들이 교실에서 직접 검증하고 엄선한 41개의 핵심 AI 및 에듀테크 도구를 통해, 교사의 하루를 관통하는 세 가지 축인 [수업·생활·업무]의 가장 면밀한 실전 지침을 제시합니다.
특히 이 책은 에듀테크 도구를 수업에 활용하는 법에만 머무르지 않습니다. 최신 AI 트렌드인 ‘바이브 코딩(Vibe Coding)’을 교직 실무에 전격 접목해, 교사들이 가장 무거워하는 행정 업무 자동화의 길을 열어줍니다. 챗GPT와 제미나이, 캔바는 물론이고 구글 어스, 노트북LM, 클래시파이, AI 마음일기 등 현장의 핵심 도구들을 총망라했습니다. 거창한 코딩 지식이 없어도 대화 몇 줄만으로 반 편성, 근무 상황 파악, 생기부 평어 자동 작성 등 매번 지치게 만들던 행정 업무를 초 단위로 해결하는 나만의 자동화 프로그램을 직접 구축할 수 있도록 돕습니다. 교실 속 수업부터 퇴근을 앞당기는 행정 혁신까지, 교사의 일과 전체를 주도하는 유일무이한 올인원 솔루션입니다.
· [수업] 종이 한 장에 갇혔던 아이들의 생각을 디지털 가상 공간에서 무한히 확장하고, 학생 모두가 자기 언어로 참여하는 풍요로운 협력적 배움의 구조를 설계합니다.
· [생활] 감정 데이터와 올인원 과제 시스템을 통해 효율적으로 시간을 확보하고, 학생 한 명 한 명의 내면과 성장을 촘촘하게 들여다보는 밀착 학급경영을 실현합니다.
· [업무] 챗GPT에 프롬프트를 몇 줄 입력해 기안문을 뚝딱 완성하고, 코딩을 몰라도 AI가 프로그램을 짜주는 ‘바이브 코딩’을 통해 나만의 행정 자동화 도구를 직접 만들어 씁니다.
바쁜 선생님들을 위해 도구의 추천 이유와 소개, 활용 방안을 단 한 장에 압축한 '한 장의 퀵 가이드' 형식으로 채웠습니다. 필요한 순간마다 언제든 바로 펼쳐 교실의 문제를 해결해 보세요. 도구의 이름은 바뀌어도 흔들리지 않을 최신 AI 문해력과 수업의 감각을 깨워줄 것입니다. 신규 교사에게는 든든한 사수가, 베테랑 교사에게는 강력한 날개가 되어줄 단 한 권의 대백과입니다."
24,지적 대화를 위한 AI 언어 수업,강수진,어웨이크(AWAKE),2026년 05월,18000,20000,10%,12720,1,10.0,https://www.yes24.com/product/goods/189212536,"“AI는 당신의 언어만큼 똑똑해진다.”
기술의 속도에 휩쓸리지 않는 가장 완벽한 프롬프트 교과서
‘국내 공채 1호 프롬프트 엔지니어’가 밝히는 ‘AI 시대, 대화의 기술’
누구나 AI를 사용하지만 모두가 원하는 답을 얻지는 못한다. 차이를 만드는 결정적 한 끗은 더 좋은 모델을 쓰는 것도, 더 많은 기법을 아는 것도 아니다. 바로 ‘언어’를 잘 다루는 것이다. 국내 공채 1호 프롬프트 엔지니어이자 언어학자인 강수진 박사는 프롬프트의 본질은 명령어 기술이 아니라 ‘좋은 대화 상대가 되는 법’에 있다고 말한다. AI 앞에서 많은 사람이 요청을 던지고 알아서 해주기를 기대하지만, 좋은 결과는 언제나 좋은 대화에서 나온다.
이 책은 프롬프트 기법의 목록이 아니라 대화 자체에 대한 인문학적 이해에서 출발한다. 프롬프트 입문서들이 ‘이렇게 쓰면 된다’를 알려줄 때, 이 책은 ‘왜 그렇게 써야 하는가’를 묻는다. 언어학자의 시선으로 AI의 사고 메커니즘을 해부하고, 우리가 이미 체득하고 있는 대화의 본질에서 답을 끌어낸다. 턴 테이킹, 협력 원리, 대화주의 등 인간이 언어를 통해 관계를 맺어온 방식이 AI와의 대화에도 그대로 적용된다. 기술이 아무리 빠르게 변해도 흔들리지 않는 원리가 여기에 있다.
기술의 언어도 함께 읽는다. AI가 토큰과 확률로 문장을 처리하는 방식, 어텐션 메커니즘이 의미를 포착하는 원리, 페르소나 설정이 확률 분포를 이동시키는 이유 등. 이 작동 방식을 이해하면 왜 어떤 프롬프트는 통하고 어떤 프롬프트는 실패하는지가 비로소 보인다. 같은 질문도 어떤 단어를 고르느냐에 따라 AI가 탐색하는 의미 공간의 영역이 완전히 달라진다. 기술을 알아야 언어 설계가 정밀해진다.
이 책이 특히 주목하는 것은 한국어다. 영어로 써야 더 좋은 결과가 나온다는 통념과 달리, 저자는 한국어의 특성이 오히려 정밀한 프롬프트 설계의 자산이 될 수 있음을 보여준다. 조사 하나로 문장의 강조점이 바뀌고, 존댓말이 관계의 거리를 설계하며, 말하지 않은 행간이 맥락을 만든다. 한국어는 한계가 아니라 전략이다. 이 책은 결론을 뒤로 미루는 미괄식 습관, 직접적 요구를 피하는 경향, ‘우리’라는 모호한 주어처럼 AI 대화에서 오류를 만들어내는 한국식 화법의 함정도 정면으로 짚는다. 나의 언어 습관을 직시하는 것, 그것이 더 나은 대화의 첫걸음이다.
이 책은 AI를 도구로 쓰는 것에 만족하지 않고, 나만의 언어로 지적 세계를 확장하려는 사람들을 위한 책이다. 최신 기법을 좇는 대신 언어라는 단단한 토대 위에서 AI를 지적 파트너로 삼고자 하는 독자, 기술의 속도에 휩쓸리지 않고 인문학적 감각으로 AI 시대를 살아가고자 하는 독자에게 이 책을 권한다. 명령의 시대는 끝났다. 이제는 대화할 시간이다."
